datetime;ip;operation;ok;http_status;message
2026-09-03T08:00:35;10.76.171.6;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.67.1.22;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.76.171.8;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.65.1.2;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.76.171.9;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.83.171.8;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.76.171.11;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.76.171.10;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.83.171.9;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.83.171.11;offline;NO;400;PUT настроек: {'errors': [{'field': 'bass', 'message': 'Значение параметра вне диапазона'}]}
2026-09-03T08:00:35;10.83.171.10;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.91.171.22;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.67.1.26;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.67.1.24;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.67.1.27;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.67.1.33;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.67.1.31;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:35;10.67.1.30;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.67.1.29;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.68.50.5;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.76.171.12;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.95.171.4;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.68.50.6;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.66.171.3;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.94.1.3;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.86.171.13;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.100.61.10;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.88.1.16;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.65.71.11;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.100.61.9;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.94.1.5;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.67.1.32;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.81.171.3;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.94.1.4;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:36;10.81.171.2;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:37;10.77.171.25;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:37;10.95.171.6;offline;YES;200;assistant.enable=true, online=false
2026-09-03T08:00:40;10.77.171.2;offline;YES;200;assistant.enable=true, online=false
2026-09-03T12:01:28;10.88.171.5;finish;NO;404;"cannot read audio list: {}; GET настроек: {}"
2026-09-03T12:01:28;10.80.72.15;finish;NO;404;"cleanup skipped for unsupported panel ''; GET настроек: {}"
2026-09-03T12:01:28;10.65.1.18;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:28;10.88.107.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:28;10.67.1.12;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:28;10.65.1.17;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:28;10.90.171.38;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:28;10.88.107.3;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:28;10.93.78.3;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:28;10.85.171.12;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:28;10.85.171.11;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:28;10.87.180.3;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:28;10.80.72.17;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:28;10.80.72.18;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:28;10.88.90.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:28;10.80.72.14;finish;NO;404;"cannot read audio list: {}; GET настроек: {}"
2026-09-03T12:01:28;10.80.72.13;finish;NO;404;"cannot read audio list: {}; GET настроек: {}"
2026-09-03T12:01:28;10.84.195.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:28;10.80.72.12;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.86.171.8;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.88.171.6;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.65.1.11;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.65.71.6;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.72.171.3;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.86.171.7;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.100.61.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.72.171.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.77.171.7;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.69.81.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.90.171.4;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.66.171.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.88.171.7;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.75.229.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.88.171.9;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.69.1.4;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.69.1.5;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.69.1.6;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:29;10.85.171.10;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.77.171.3;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.86.90.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.85.171.14;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.93.78.4;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.90.171.28;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.88.171.4;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.85.171.13;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.88.171.8;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.75.229.3;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.96.50.6;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.96.50.5;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.75.229.4;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.75.229.5;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.85.171.16;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.77.171.9;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.77.171.10;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.85.171.15;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.79.59.3;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.77.171.11;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:30;10.86.65.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.79.59.4;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.65.71.9;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.86.171.9;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.88.90.4;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.78.17.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.77.171.12;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.77.171.14;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.77.171.13;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.88.196.7;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.72.171.4;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.84.195.3;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.65.71.7;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.84.195.4;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.88.171.10;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.84.195.5;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.81.171.15;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.81.171.16;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.75.229.6;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.80.72.21;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.80.72.20;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.75.229.7;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.79.59.5;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.80.72.19;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.88.171.11;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.65.71.8;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:31;10.88.171.12;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.77.171.8;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.85.171.20;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.85.171.19;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.85.171.18;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.85.171.17;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.77.171.15;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.67.1.13;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.77.171.16;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.72.171.5;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.68.50.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.85.171.21;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.88.171.13;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.80.72.23;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.80.72.22;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.96.50.7;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.88.171.14;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:32;10.80.72.25;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.87.22.3;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.80.72.24;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.67.1.15;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.80.72.26;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.86.171.11;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.90.171.71;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.85.171.22;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.87.22.4;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.67.1.16;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.77.171.18;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.83.171.4;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.72.171.6;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.83.171.3;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.66.171.5;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.67.1.17;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.90.171.77;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.67.1.18;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.95.31.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.67.1.20;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:33;10.100.61.3;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:34;10.67.1.21;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:34;10.86.65.3;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:34;10.77.171.19;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:34;10.86.172.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:34;10.67.1.14;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:34;10.91.171.5;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:34;10.91.171.4;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:34;10.91.171.6;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:34;10.91.171.7;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:34;10.91.171.8;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:34;10.85.171.24;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:35;10.68.50.3;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:35;10.91.171.2;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:35;10.68.50.4;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:36;10.91.171.9;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:36;10.91.171.11;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:36;10.67.1.25;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:36;10.95.171.2;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:36;10.100.61.4;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:36;10.83.171.5;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:36;10.91.171.12;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:36;10.88.171.16;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:36;10.88.171.17;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:36;10.88.171.15;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:36;10.83.171.2;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:36;10.86.171.10;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:36;10.91.171.10;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:37;10.87.22.5;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:37;10.83.171.7;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:37;10.91.171.13;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:38;10.91.171.15;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:38;10.82.9.2;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:38;10.91.171.14;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:38;10.91.171.18;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:38;10.91.171.17;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:38;10.79.59.6;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:38;10.79.59.7;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:38;10.82.9.4;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:38;10.77.171.21;finish;NO;404;"cannot read audio list: {}; assistant.enable=true, online=true"
2026-09-03T12:01:38;10.91.171.19;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:38;10.77.171.20;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:38;10.91.171.20;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:38;10.82.9.3;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:39;10.100.61.5;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:39;10.77.171.2;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:40;10.100.61.6;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:40;10.87.22.6;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:40;10.100.61.7;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:40;10.78.17.3;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:40;10.88.196.8;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:40;10.78.17.4;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:40;10.100.61.8;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:40;10.94.1.2;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:40;10.82.9.5;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:40;10.90.171.78;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:40;10.64.171.3;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:41;10.64.171.4;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:41;10.88.196.9;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:41;10.91.171.21;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:41;10.64.171.5;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:41;10.64.171.6;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:42;10.64.171.7;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:42;10.87.22.7;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:42;10.64.171.8;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:42;10.87.22.8;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:42;10.87.22.9;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:43;10.86.171.12;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:43;10.77.171.23;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:43;10.77.171.22;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:43;10.67.1.23;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:43;10.64.171.9;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:43;10.76.171.6;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:43;10.76.171.4;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:43;10.76.171.3;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:43;10.64.171.11;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:43;10.76.171.7;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:43;10.76.171.5;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:44;10.76.171.8;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:44;10.67.1.22;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:44;10.65.1.2;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:44;10.76.171.10;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:45;10.83.171.8;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:45;10.76.171.9;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:45;10.83.171.11;finish;NO;400;"9.wav deleted; PUT настроек: {'errors': [{'field': 'bass', 'message': 'Значение параметра вне диапазона'}]}"
2026-09-03T12:01:45;10.76.171.11;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:45;10.83.171.10;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:45;10.91.171.22;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:45;10.83.171.9;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:45;10.67.1.24;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:45;10.67.1.33;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:45;10.67.1.26;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:45;10.67.1.29;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:45;10.67.1.27;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:45;10.67.1.30;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:46;10.67.1.31;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:46;10.68.50.5;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:46;10.76.171.12;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:47;10.86.171.13;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:47;10.95.171.4;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:47;10.94.1.3;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:47;10.68.50.6;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:47;10.66.171.3;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:47;10.100.61.10;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:47;10.100.61.9;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:47;10.65.71.11;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:47;10.88.1.16;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:48;10.67.1.32;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:48;10.94.1.5;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
2026-09-03T12:01:48;10.94.1.4;finish;YES;204;"9.wav deleted; assistant.enable=true, online=true"
